Index,X (m),Y (m),Z (m),Distance (m)
5,0.12385667115449905,0.07691964507102966,0.8370000123977661,0.8496035119637791
1,-0.052078306674957275,0.036689743399620056,0.48500001430511475,0.48916592396938524
